,0,1,2
yqeF,2977769.0,2978951.0,-1.0
yqeG,2979205.0,2980435.0,1.0
yqeH,2980894.0,2981527.0,1.0
yqeI,2981860.0,2982670.0,1.0
yqeJ,2982662.0,2983145.0,1.0
yqeL,2983177.0,2983258.0,-1.0
yqeK,2983293.0,2983719.0,-1.0
ygeF,2983912.0,2984402.0,1.0
ygeG,2984626.0,2985118.0,1.0
ygeH,2985452.0,2986829.0,1.0
ygeI,2986996.0,2987215.0,1.0
pbl,2987297.0,2987800.0,1.0
ygeK,2987818.0,2988451.0,-1.0
ygeN,2988672.0,2989379.0,-1.0
ygeO,2989320.0,2989719.0,-1.0
ygeQ,2991050.0,2992187.0,-1.0
ygeR,2992494.0,2993250.0,-1.0
xdhA,2993703.0,2995962.0,1.0
xdhB,2995972.0,2996851.0,1.0
xdhC,2996847.0,2997327.0,1.0
ygeV,2997366.0,2999145.0,-1.0
ygeW,2999620.0,3000811.0,1.0
ygeX,3000868.0,3002065.0,1.0
ygeY,3002122.0,3003334.0,1.0
hyuA,3003386.0,3004772.0,1.0
yqeA,3004819.0,3005752.0,1.0
yqeB,3005972.0,3007598.0,-1.0
yqeC,3007645.0,3008416.0,-1.0
mocA,3008518.0,3009097.0,1.0
ygfK,3009418.0,3012517.0,1.0
ssnA,3012519.0,3013848.0,1.0
ygfM,3013898.0,3014678.0,1.0
xdhD,3014674.0,3017545.0,1.0
xanQ,3017709.0,3019110.0,1.0
guaD,3019124.0,3020444.0,1.0
ygfQ,3020479.0,3021847.0,1.0
ygfS,3021882.0,3022371.0,-1.0
ygfT,3022370.0,3024290.0,-1.0
uacT,3024725.0,3026174.0,1.0
yqfG,3026175.0,3026301.0,1.0
idi,3026423.0,3026972.0,1.0
lysS,3027015.0,3028533.0,-1.0
prfB,3028542.0,3029641.0,-1.0
recJ,3029731.0,3031465.0,-1.0
dsbC,3031470.0,3032181.0,-1.0
xerD,3032205.0,3033102.0,-1.0
fldB,3033213.0,3033735.0,1.0
cptA,3033774.0,3034182.0,-1.0
sdhE,3034162.0,3034429.0,-1.0
ygfZ,3034671.0,3035652.0,1.0
yqfA,3035847.0,3036507.0,-1.0
yqfB,3036670.0,3036982.0,-1.0
bglA,3037020.0,3038460.0,1.0
ygfF,3038516.0,3039260.0,-1.0
gcvP,3039526.0,3042400.0,-1.0
gcvH,3042518.0,3042908.0,-1.0
gcvT,3042931.0,3044026.0,-1.0
ubiI,3044473.0,3045676.0,-1.0
ubiH,3045698.0,3046877.0,-1.0
pepP,3046873.0,3048199.0,-1.0
ygfB,3048224.0,3048803.0,-1.0
zapA,3048970.0,3049300.0,1.0
fau,3049599.0,3050148.0,1.0
ibsC,3050248.0,3050308.0,-1.0
serA,3050536.0,3051769.0,-1.0
rpiA,3052024.0,3052684.0,-1.0
yqfE,3052739.0,3053060.0,-1.0
argP,3053111.0,3054005.0,1.0
scpA,3054208.0,3056353.0,1.0
argK,3056345.0,3057341.0,1.0
scpB,3057351.0,3058137.0,1.0
scpC,3058160.0,3059639.0,1.0
ygfI,3059635.0,3060532.0,-1.0
yggE,3060698.0,3061439.0,-1.0
argO,3061531.0,3062167.0,-1.0
mscS,3062305.0,3063166.0,-1.0
fbaA,3063523.0,3064603.0,-1.0
pgk,3064817.0,3065981.0,-1.0
epd,3066030.0,3067050.0,-1.0
yggC,3067334.0,3068048.0,-1.0
yggD,3068044.0,3068554.0,-1.0
yggF,3068575.0,3069541.0,-1.0
yggP,3069537.0,3070815.0,-1.0
cmtA,3070829.0,3072218.0,-1.0
cmtB,3072245.0,3072689.0,-1.0
tktA,3073002.0,3074994.0,-1.0
loiP,3075271.0,3076030.0,1.0
speB,3076235.0,3077156.0,-1.0
speA,3077293.0,3079270.0,-1.0
yqgB,3079278.0,3079410.0,-1.0
yqgC,3079545.0,3079761.0,1.0
metK,3080064.0,3081219.0,1.0
galP,3081642.0,3083037.0,1.0
yggI,3083113.0,3083611.0,1.0
endA,3083705.0,3084413.0,1.0
rsmE,3084492.0,3085224.0,1.0
gshB,3085236.0,3086187.0,1.0
yqgE,3086295.0,3086859.0,1.0
yqgF,3086858.0,3087275.0,1.0
yggR,3087458.0,3088439.0,-1.0
yggS,3088456.0,3089161.0,1.0
yggT,3089178.0,3089745.0,1.0
yggU,3089741.0,3090032.0,1.0
rdgB,3090039.0,3090633.0,1.0
yggW,3090625.0,3091762.0,1.0
yggM,3091916.0,3092924.0,-1.0
ansB,3093040.0,3094087.0,-1.0
yggN,3094262.0,3094982.0,-1.0
yggL,3095165.0,3095492.0,-1.0
trmI,3095491.0,3096211.0,-1.0
mutY,3096371.0,3097424.0,1.0
yggX,3097451.0,3097727.0,1.0
mltC,3097791.0,3098871.0,1.0
nupG,3099072.0,3100329.0,1.0
speC,3100378.0,3102514.0,-1.0
yqgA,3102911.0,3103619.0,1.0
yghD,3103948.0,3104485.0,-1.0
yghE,3104486.0,3105449.0,-1.0
yghF,3105451.0,3106300.0,-1.0
yghG,3106425.0,3106836.0,-1.0
pppA,3106901.0,3107711.0,-1.0
yghJ,3107908.0,3112471.0,-1.0
glcA,3112955.0,3114638.0,-1.0
glcB,3114992.0,3117164.0,-1.0
glcG,3117185.0,3117590.0,-1.0
glcF,3117594.0,3118818.0,-1.0
glcE,3118828.0,3119881.0,-1.0
glcD,3119880.0,3121380.0,-1.0
glcC,3121630.0,3122395.0,1.0
yghO,3122401.0,3123502.0,-1.0
yghQ,3124699.0,3125767.0,-1.0
yghR,3125812.0,3126571.0,-1.0
yghS,3126602.0,3127316.0,-1.0
yghT,3127489.0,3128182.0,1.0
pitB,3128230.0,3129730.0,-1.0
gss,3130021.0,3131881.0,-1.0
yghU,3132085.0,3132952.0,1.0
hybG,3133074.0,3133323.0,-1.0
hybF,3133335.0,3133677.0,-1.0
hybE,3133669.0,3134158.0,-1.0
hybD,3134150.0,3134645.0,-1.0
hybC,3134644.0,3136348.0,-1.0
hybB,3136344.0,3137523.0,-1.0
hybA,3137512.0,3138499.0,-1.0
hybO,3138501.0,3139620.0,-1.0
yghW,3139808.0,3140096.0,-1.0
yghX,3140214.0,3141050.0,-1.0
gpr,3141255.0,3142296.0,1.0
yqhA,3142335.0,3142830.0,-1.0
yghA,3143020.0,3143905.0,1.0
exbD,3144176.0,3144602.0,-1.0
exbB,3144608.0,3145343.0,-1.0
metC,3145594.0,3146782.0,1.0
yghB,3146921.0,3147581.0,1.0
yqhC,3147620.0,3148577.0,-1.0
yqhD,3148713.0,3149877.0,1.0
dkgA,3149981.0,3150809.0,1.0
yqhG,3151008.0,3151935.0,1.0
yqhH,3151985.0,3152243.0,1.0
ygiQ,3152285.0,3154505.0,-1.0
ftsP,3154615.0,3156028.0,-1.0
plsC,3156102.0,3156840.0,-1.0
parC,3157073.0,3159332.0,-1.0
ygiS,3159469.0,3161077.0,-1.0
mqsA,3161209.0,3161605.0,-1.0
mqsR,3161606.0,3161903.0,-1.0
ygiV,3162107.0,3162590.0,-1.0
ygiW,3162642.0,3163035.0,-1.0
qseB,3163186.0,3163846.0,1.0
qseC,3163842.0,3165192.0,1.0
ygiZ,3165237.0,3165570.0,-1.0
mdaB,3165888.0,3166470.0,1.0
ygiN,3166500.0,3166815.0,1.0
parE,3166862.0,3168755.0,-1.0
yqiA,3168783.0,3169365.0,-1.0
cpdA,3169364.0,3170192.0,-1.0
yqiB,3170216.0,3170639.0,-1.0
nudF,3170639.0,3171269.0,-1.0
tolC,3171473.0,3172955.0,1.0
ygiB,3173102.0,3173774.0,1.0
ygiC,3173779.0,3174940.0,1.0
ygiD,3174977.0,3175766.0,-1.0
zupT,3175908.0,3176682.0,1.0
ribB,3177171.0,3177825.0,-1.0
yqiC,3178198.0,3178489.0,1.0
ygiL,3178772.0,3179324.0,1.0
yqiG,3179419.0,3183224.0,1.0
yqiH,3183239.0,3183989.0,1.0
yqiI,3183990.0,3185055.0,1.0
glgS,3185097.0,3185298.0,-1.0
yqiJ,3185566.0,3186196.0,1.0
yqiK,3186222.0,3187884.0,1.0
ibsD,3188124.0,3188184.0,1.0
ibsE,3188499.0,3188559.0,1.0
hldE,3188678.0,3190112.0,-1.0
glnE,3190159.0,3193000.0,-1.0
ygiF,3193022.0,3194324.0,-1.0
ygiM,3194565.0,3195186.0,1.0
cca,3195249.0,3196488.0,1.0
bacA,3196668.0,3197490.0,-1.0
folB,3197579.0,3197948.0,-1.0
plsY,3198052.0,3198670.0,1.0
ttdR,3198682.0,3199615.0,-1.0
ttdA,3199821.0,3200733.0,1.0
ttdB,3200729.0,3201335.0,1.0
ttdT,3201382.0,3202846.0,1.0
tsaD,3202888.0,3203902.0,-1.0
rpsU,3204139.0,3204355.0,1.0
dnaG,3204465.0,3206211.0,1.0
rpoD,3206405.0,3208247.0,1.0
mug,3208325.0,3208832.0,-1.0
yqjH,3209085.0,3209850.0,-1.0
yqjI,3210137.0,3210761.0,1.0
aer,3210914.0,3212435.0,-1.0
patA,3212852.0,3214232.0,1.0
ygjH,3214273.0,3214606.0,-1.0
ebgR,3214824.0,3215808.0,1.0
ebgA,3215991.0,3219084.0,1.0
ebgC,3219080.0,3219530.0,1.0
ygjI,3219592.0,3221026.0,1.0
ygjJ,3221159.0,3222230.0,1.0
ygjK,3222246.0,3224598.0,1.0
fadH,3225023.0,3227042.0,1.0
higA,3227086.0,3227503.0,-1.0
higB,3227499.0,3227814.0,-1.0
rlmG,3228097.0,3229234.0,-1.0
ygjP,3229318.0,3229822.0,1.0
ygjQ,3229898.0,3230591.0,1.0
ygjR,3230669.0,3231656.0,1.0
alx,3231938.0,3232904.0,1.0
sstT,3233302.0,3234547.0,1.0
ygjV,3234551.0,3235103.0,-1.0
uxaA,3235185.0,3236673.0,-1.0
uxaC,3236687.0,3238100.0,-1.0
exuT,3238462.0,3239881.0,1.0
exuR,3240010.0,3240787.0,1.0
yqjA,3241131.0,3241794.0,1.0
mzrA,3241797.0,3242181.0,1.0
yqjC,3242327.0,3242696.0,1.0
yqjD,3242733.0,3243039.0,1.0
yqjE,3243041.0,3243446.0,1.0
yqjK,3243435.0,3243735.0,1.0
yqjF,3243920.0,3244313.0,1.0
yqjG,3244382.0,3245369.0,1.0
yhaH,3245662.0,3246028.0,1.0
yhaI,3246269.0,3246626.0,1.0
yhaJ,3246676.0,3247573.0,-1.0
yhaK,3247677.0,3248379.0,1.0
yhaL,3248401.0,3248566.0,1.0
yhaM,3248699.0,3250010.0,-1.0
yhaO,3250037.0,3251369.0,-1.0
tdcG,3251643.0,3253008.0,-1.0
tdcF,3253079.0,3253469.0,-1.0
tdcE,3253482.0,3255777.0,-1.0
tdcD,3255810.0,3257019.0,-1.0
tdcC,3257044.0,3258376.0,-1.0
tdcB,3258397.0,3259387.0,-1.0
tdcA,3259485.0,3260424.0,-1.0
tdcR,3260738.0,3260957.0,1.0
yhaB,3261212.0,3261752.0,1.0
yhaC,3261773.0,3262961.0,1.0
garK,3263983.0,3265129.0,-1.0
garR,3265225.0,3266110.0,-1.0
garL,3266145.0,3266916.0,-1.0
garP,3266931.0,3268266.0,-1.0
garD,3268640.0,3270212.0,1.0
prlF,3270360.0,3270696.0,1.0
yhaV,3270695.0,3271160.0,1.0
agaR,3271214.0,3272024.0,-1.0
kbaZ,3272272.0,3273553.0,1.0
agaV,3273575.0,3274049.0,1.0
agaW,3274059.0,3274434.0,1.0
agaA,3274429.0,3274984.0,1.0
agaS,3275334.0,3276489.0,1.0
kbaY,3276501.0,3277362.0,1.0
agaB,3277528.0,3278005.0,1.0
agaC,3278043.0,3278847.0,1.0
agaD,3278836.0,3279628.0,1.0
agaI,3279628.0,3280384.0,1.0
yraH,3280784.0,3281369.0,1.0
yraI,3281448.0,3282144.0,1.0
yraJ,3282172.0,3284689.0,1.0
yraK,3284699.0,3285791.0,1.0
rsmI,3285833.0,3286694.0,-1.0
lpoA,3286758.0,3288795.0,1.0
yraN,3288752.0,3289148.0,1.0
diaA,3289167.0,3289758.0,1.0
yraP,3289767.0,3290343.0,1.0
yraQ,3290456.0,3291497.0,-1.0
yraR,3291569.0,3292205.0,-1.0
yhbO,3292332.0,3292851.0,1.0
yhbP,3292830.0,3293274.0,-1.0
yhbQ,3293324.0,3293627.0,1.0
yhbS,3293613.0,3294117.0,-1.0
yhbT,3294110.0,3294635.0,-1.0
yhbU,3294843.0,3295839.0,1.0
yhbV,3295847.0,3296726.0,1.0
yhbW,3296806.0,3297814.0,1.0
mtr,3297931.0,3299176.0,-1.0
deaD,3299329.0,3301219.0,-1.0
yrbN,3301211.0,3301292.0,-1.0
nlpI,3301398.0,3302283.0,-1.0
pnp,3302391.0,3304527.0,-1.0
rpsO,3304773.0,3305043.0,-1.0
truB,3305191.0,3306136.0,-1.0
rbfA,3306135.0,3306537.0,-1.0
infB,3306700.0,3309373.0,-1.0
nusA,3309397.0,3310885.0,-1.0
rimP,3310912.0,3311365.0,-1.0
argG,3311995.0,3313339.0,1.0
yhbX,3313346.0,3314972.0,-1.0
secG,3315531.0,3315864.0,-1.0
glmM,3316091.0,3317429.0,-1.0
folP,3317421.0,3318270.0,-1.0
ftsH,3318359.0,3320294.0,-1.0
rlmE,3320393.0,3321023.0,-1.0
yhbY,3321148.0,3321442.0,1.0
greA,3321597.0,3322074.0,-1.0
dacB,3322321.0,3323755.0,1.0
obgE,3323940.0,3325113.0,-1.0
yhbE,3325128.0,3326094.0,-1.0
rpmA,3326220.0,3326478.0,-1.0
rplU,3326498.0,3326810.0,-1.0
ispB,3327068.0,3328040.0,1.0
sfsB,3328267.0,3328546.0,1.0
murA,3328593.0,3329853.0,-1.0
ibaG,3329907.0,3330162.0,-1.0
mlaB,3330321.0,3330615.0,-1.0
mlaC,3330614.0,3331250.0,-1.0
mlaD,3331268.0,3331820.0,-1.0
mlaE,3331824.0,3332607.0,-1.0
mlaF,3332614.0,3333424.0,-1.0
yrbG,3333633.0,3334611.0,1.0
kdsD,3334624.0,3335611.0,1.0
kdsC,3335631.0,3336198.0,1.0
lptC,3336194.0,3336770.0,1.0
lptA,3336738.0,3337296.0,1.0
lptB,3337302.0,3338028.0,1.0
rpoN,3338075.0,3339509.0,1.0
hpf,3339531.0,3339819.0,1.0
ptsN,3339936.0,3340428.0,1.0
yhbJ,3340473.0,3341328.0,1.0
npr,3341324.0,3341597.0,1.0
yrbL,3341810.0,3342443.0,1.0
mtgA,3342439.0,3343168.0,-1.0
elbB,3343164.0,3343818.0,-1.0
arcB,3344047.0,3346384.0,-1.0
yhcC,3346479.0,3347409.0,-1.0
gltB,3348083.0,3352544.0,1.0
gltD,3352556.0,3353975.0,1.0
gltF,3354534.0,3355299.0,1.0
yhcA,3355470.0,3356145.0,1.0
yhcD,3356165.0,3358547.0,1.0
yhcE,3358543.0,3360288.0,1.0
yhcF,3360284.0,3361001.0,1.0
yhcG,3361185.0,3362313.0,1.0
yhcH,3362372.0,3362837.0,-1.0
nanK,3362833.0,3363709.0,-1.0
nanE,3363705.0,3364395.0,-1.0
nanT,3364442.0,3365933.0,-1.0
nanA,3366041.0,3366935.0,-1.0
nanR,3367056.0,3367848.0,-1.0
dcuD,3368227.0,3369595.0,1.0
sspB,3369637.0,3370135.0,-1.0
sspA,3370140.0,3370779.0,-1.0
rpsI,3371173.0,3371566.0,-1.0
rplM,3371581.0,3372010.0,-1.0
yhcM,3372228.0,3373356.0,-1.0
yhcB,3373549.0,3373948.0,1.0
degQ,3374101.0,3375469.0,1.0
degS,3375558.0,3376626.0,1.0
mdh,3376688.0,3377627.0,-1.0
argR,3378061.0,3378532.0,1.0
yhcN,3378896.0,3379160.0,1.0
yhcO,3379215.0,3379488.0,-1.0
aaeB,3379579.0,3381547.0,-1.0
aaeA,3381552.0,3382485.0,-1.0
aaeX,3382492.0,3382696.0,-1.0
aaeR,3382878.0,3383808.0,1.0
tldD,3383941.0,3385387.0,-1.0
yhdP,3385816.0,3389617.0,-1.0
rng,3389684.0,3391154.0,-1.0
yhdE,3391143.0,3391737.0,-1.0
mreD,3391745.0,3392234.0,-1.0
mreC,3392233.0,3393337.0,-1.0
mreB,3393402.0,3394446.0,-1.0
csrD,3394750.0,3396691.0,-1.0
acuI,3396842.0,3397817.0,1.0
yrdF,3397853.0,3397996.0,1.0
yrdE,3397996.0,3398390.0,1.0
accB,3398794.0,3399265.0,1.0
accC,3399275.0,3400625.0,1.0
yhdT,3400733.0,3400976.0,1.0
panF,3400965.0,3402417.0,1.0
prmA,3402428.0,3403310.0,1.0
dusB,3403638.0,3404604.0,1.0
fis,3404629.0,3404926.0,1.0
yhdJ,3405011.0,3405896.0,1.0
yhdU,3405979.0,3406159.0,1.0
acrS,3406161.0,3406824.0,-1.0
acrE,3407222.0,3408380.0,1.0
acrF,3408391.0,3411496.0,1.0
yhdV,3411748.0,3411970.0,1.0
yhdW,3412400.0,3413425.0,1.0
yhdX,3413492.0,3414674.0,1.0
yhdY,3414683.0,3415787.0,1.0
yhdZ,3415794.0,3416553.0,1.0
yrdA,3422594.0,3423149.0,1.0
yrdB,3423124.0,3423382.0,-1.0
aroE,3423378.0,3424197.0,-1.0
tsaC,3424201.0,3424774.0,-1.0
yrdD,3424778.0,3425321.0,-1.0
smg,3425349.0,3425823.0,-1.0
smf,3425794.0,3426919.0,-1.0
def,3427048.0,3427558.0,1.0
fmt,3427572.0,3428520.0,1.0
rsmB,3428565.0,3429855.0,1.0
trkA,3429876.0,3431253.0,1.0
mscL,3431382.0,3431793.0,1.0
arfA,3431789.0,3432008.0,-1.0
zntR,3432063.0,3432489.0,-1.0
yhdN,3432499.0,3432868.0,-1.0
rplQ,3432974.0,3433358.0,-1.0
rpoA,3433398.0,3434388.0,-1.0
rpsD,3434413.0,3435034.0,-1.0
rpsK,3435067.0,3435457.0,-1.0
rpsM,3435473.0,3435830.0,-1.0
rpmJ,3435976.0,3436093.0,-1.0
secY,3436124.0,3437456.0,-1.0
rplO,3437463.0,3437898.0,-1.0
rpmD,3437901.0,3438081.0,-1.0
rpsE,3438084.0,3438588.0,-1.0
rplR,3438602.0,3438956.0,-1.0
rplF,3438965.0,3439499.0,-1.0
rpsH,3439511.0,3439904.0,-1.0
rpsN,3439937.0,3440243.0,-1.0
rplE,3440257.0,3440797.0,-1.0
rplX,3440811.0,3441126.0,-1.0
rplN,3441136.0,3441508.0,-1.0
rpsQ,3441672.0,3441927.0,-1.0
rpmC,3441926.0,3442118.0,-1.0
rplP,3442117.0,3442528.0,-1.0
rpsC,3442540.0,3443242.0,-1.0
rplV,3443259.0,3443592.0,-1.0
rpsS,3443606.0,3443885.0,-1.0
rplB,3443901.0,3444723.0,-1.0
rplW,3444740.0,3445043.0,-1.0
rplD,3445039.0,3445645.0,-1.0
rplC,3445655.0,3446285.0,-1.0
rpsJ,3446317.0,3446629.0,-1.0
gspB,3446866.0,3447286.0,-1.0
gspA,3447287.0,3448757.0,-1.0
gspC,3448936.0,3449752.0,1.0
gspD,3449735.0,3451688.0,1.0
gspE,3451697.0,3453179.0,1.0
gspF,3453175.0,3454372.0,1.0
gspG,3454381.0,3454819.0,1.0
gspH,3454826.0,3455336.0,1.0
gspI,3455332.0,3455710.0,1.0
gspJ,3455702.0,3456290.0,1.0
gspK,3456282.0,3457266.0,1.0
gspL,3457280.0,3458444.0,1.0
gspM,3458440.0,3458902.0,1.0
gspO,3458901.0,3459579.0,1.0
bfr,3459607.0,3460084.0,-1.0
bfd,3460155.0,3460350.0,-1.0
chiA,3460518.0,3463212.0,-1.0
tufA,3463503.0,3464688.0,-1.0
fusA,3464758.0,3466873.0,-1.0
rpsG,3466900.0,3467440.0,-1.0
rpsL,3467536.0,3467911.0,-1.0
tusB,3468036.0,3468324.0,-1.0
tusC,3468331.0,3468691.0,-1.0
tusD,3468690.0,3469077.0,-1.0
yheO,3469076.0,3469799.0,-1.0
fkpA,3469965.0,3470778.0,-1.0
slyX,3470998.0,3471217.0,1.0
slyD,3471265.0,3471856.0,-1.0
yheV,3471950.0,3472151.0,-1.0
kefB,3472160.0,3473966.0,-1.0
kefG,3473965.0,3474520.0,-1.0
yheS,3474647.0,3476561.0,1.0
yheT,3476560.0,3477583.0,1.0
yheU,3477576.0,3477795.0,1.0
prkB,3477848.0,3478718.0,1.0
yhfA,3478772.0,3479177.0,-1.0
crp,3479478.0,3480111.0,1.0
yhfK,3480149.0,3482252.0,1.0
argD,3482318.0,3483539.0,-1.0
pabA,3483624.0,3484188.0,-1.0
fic,3484219.0,3484822.0,-1.0
yhfG,3484811.0,3484979.0,-1.0
ppiA,3485083.0,3485656.0,-1.0
tsgA,3485926.0,3487108.0,1.0
nirB,3487369.0,3489913.0,1.0
nirD,3489909.0,3490236.0,1.0
nirC,3490361.0,3491168.0,1.0
cysG,3491186.0,3492560.0,1.0
yhfL,3492806.0,3492974.0,1.0
frlA,3493268.0,3494606.0,1.0
frlB,3494626.0,3495649.0,1.0
frlC,3495698.0,3496529.0,1.0
frlD,3496525.0,3497311.0,1.0
frlR,3497410.0,3498142.0,1.0
yhfS,3498293.0,3499379.0,-1.0
yhfT,3499390.0,3500695.0,-1.0
yhfU,3500706.0,3501060.0,-1.0
php,3501070.0,3501949.0,-1.0
yhfW,3501945.0,3503172.0,-1.0
yhfX,3503171.0,3504335.0,-1.0
yhfY,3504418.0,3504781.0,-1.0
yhfZ,3504797.0,3505703.0,-1.0
trpS,3505992.0,3506997.0,-1.0
gph,3506989.0,3507748.0,-1.0
rpe,3507740.0,3508418.0,-1.0
dam,3508435.0,3509272.0,-1.0
damX,3509378.0,3510665.0,-1.0
aroB,3510756.0,3511845.0,-1.0
aroK,3511901.0,3512423.0,-1.0
hofQ,3512823.0,3514062.0,-1.0
hofP,3513973.0,3514378.0,-1.0
hofO,3514367.0,3514808.0,-1.0
hofN,3514791.0,3515331.0,-1.0
hofM,3515330.0,3516110.0,-1.0
mrcA,3516229.0,3518782.0,1.0
nudE,3518947.0,3519508.0,-1.0
yrfF,3519827.0,3521963.0,1.0
yrfG,3522027.0,3522696.0,1.0
hslR,3522706.0,3523108.0,1.0
hslO,3523132.0,3524011.0,1.0
yhgE,3524073.0,3525798.0,-1.0
pck,3526176.0,3527799.0,1.0
envZ,3527874.0,3529227.0,-1.0
ompR,3529223.0,3529943.0,-1.0
greB,3530170.0,3530647.0,1.0
yhgF,3530743.0,3533065.0,1.0
feoA,3533521.0,3533749.0,1.0
feoB,3533765.0,3536087.0,1.0
feoC,3536086.0,3536323.0,1.0
yhgA,3536525.0,3537404.0,1.0
bioH,3537432.0,3538203.0,-1.0
gntX,3538240.0,3538924.0,1.0
nfuA,3538982.0,3539558.0,1.0
gntT,3539917.0,3541234.0,1.0
malQ,3541344.0,3543429.0,-1.0
malP,3543438.0,3545832.0,-1.0
malT,3546443.0,3549149.0,1.0
rtcA,3549191.0,3550208.0,-1.0
rtcB,3550211.0,3551438.0,-1.0
rtcR,3551626.0,3553225.0,1.0
glpR,3553206.0,3553965.0,-1.0
glpG,3553981.0,3554812.0,-1.0
glpE,3554856.0,3555183.0,-1.0
glpD,3555372.0,3556878.0,1.0
yzgL,3557146.0,3557365.0,-1.0
glgP,3557493.0,3559941.0,-1.0
glgA,3559959.0,3561393.0,-1.0
glgC,3561392.0,3562688.0,-1.0
glgX,3562705.0,3564679.0,-1.0
glgB,3564675.0,3566862.0,-1.0
asd,3567134.0,3568238.0,-1.0
yhgN,3568430.0,3569024.0,1.0
gntU,3569080.0,3570421.0,-1.0
gntK,3570424.0,3570952.0,-1.0
gntR,3571090.0,3572086.0,-1.0
yhhW,3572309.0,3573005.0,-1.0
yhhX,3573127.0,3574165.0,-1.0
yhhY,3574497.0,3574986.0,1.0
yhhZ,3575222.0,3576401.0,1.0
yrhA,3576397.0,3577669.0,1.0
yrhB,3578118.0,3578403.0,1.0
ggt,3578440.0,3580183.0,-1.0
yhhA,3580302.0,3580743.0,1.0
ugpQ,3580729.0,3581473.0,-1.0
ugpC,3581469.0,3582540.0,-1.0
ugpE,3582541.0,3583387.0,-1.0
ugpA,3583383.0,3584271.0,-1.0
ugpB,3584368.0,3585685.0,-1.0
livF,3586083.0,3586797.0,-1.0
livG,3586798.0,3587566.0,-1.0
livM,3587562.0,3588840.0,-1.0
livH,3588836.0,3589763.0,-1.0
livK,3589810.0,3590920.0,-1.0
panM,3591343.0,3591727.0,1.0
livJ,3591914.0,3593018.0,-1.0
rpoH,3593288.0,3594143.0,-1.0
ftsX,3594387.0,3595446.0,-1.0
ftsE,3595438.0,3596107.0,-1.0
ftsY,3596109.0,3597603.0,-1.0
rsmD,3597752.0,3598349.0,1.0
yhhL,3598338.0,3598608.0,1.0
yhhM,3598610.0,3598970.0,-1.0
yhhN,3599110.0,3599737.0,1.0
zntA,3599810.0,3602009.0,1.0
tusA,3602110.0,3602356.0,-1.0
yhhQ,3602576.0,3603242.0,1.0
dcrB,3603314.0,3603872.0,1.0
yhhS,3603875.0,3605093.0,-1.0
yhhT,3605224.0,3606274.0,1.0
acpT,3606328.0,3606916.0,1.0
nikA,3607026.0,3608601.0,1.0
nikB,3608600.0,3609545.0,1.0
nikC,3609541.0,3610375.0,1.0
nikD,3610374.0,3611139.0,1.0
nikE,3611135.0,3611942.0,1.0
nikR,3611947.0,3612349.0,1.0
rhsB,3612551.0,3616787.0,1.0
yhhH,3616758.0,3617142.0,1.0
yrhC,3617246.0,3617597.0,1.0
yhhI,3617737.0,3618874.0,1.0
yhhJ,3619038.0,3620163.0,-1.0
rbbA,3620162.0,3622898.0,-1.0
yhiI,3622894.0,3623962.0,-1.0
yhiJ,3624327.0,3625950.0,-1.0
yhiL,3626211.0,3627818.0,-1.0
yhiM,3628200.0,3629253.0,1.0
yhiN,3629567.0,3630770.0,-1.0
pitA,3631001.0,3632501.0,1.0
uspB,3632744.0,3633080.0,-1.0
uspA,3633470.0,3633905.0,1.0
dtpB,3634221.0,3635691.0,1.0
rsmJ,3635739.0,3636492.0,-1.0
prlC,3636499.0,3638542.0,-1.0
rlmJ,3638744.0,3639587.0,1.0
gor,3639658.0,3641011.0,1.0
dinQ,3641064.0,3641148.0,-1.0
arsR,3641887.0,3642241.0,1.0
arsB,3642294.0,3643584.0,1.0
arsC,3643596.0,3644022.0,1.0
yhiS,3644650.0,3647073.0,1.0
slp,3647320.0,3647887.0,1.0
dctR,3648042.0,3648573.0,1.0
yhiD,3648614.0,3649262.0,-1.0
hdeB,3649325.0,3649652.0,-1.0
hdeA,3649767.0,3650100.0,-1.0
hdeD,3650354.0,3650927.0,1.0
gadE,3651725.0,3652253.0,1.0
mdtE,3652591.0,3653749.0,1.0
mdtF,3653773.0,3656887.0,1.0
gadW,3657249.0,3657978.0,-1.0
gadX,3658345.0,3659170.0,-1.0
gadA,3659539.0,3660940.0,-1.0
yhjA,3661150.0,3662548.0,-1.0
treF,3662951.0,3664601.0,1.0
yhjB,3664651.0,3665254.0,-1.0
yhjC,3665773.0,3666673.0,1.0
yhjD,3666721.0,3667735.0,1.0
yhjE,3668145.0,3669468.0,1.0
yhjG,3669649.0,3671710.0,-1.0
yhjH,3671779.0,3672547.0,-1.0
kdgK,3672778.0,3673708.0,1.0
yhjJ,3673803.0,3675300.0,-1.0
dctA,3675520.0,3676807.0,-1.0
yhjK,3676989.0,3678978.0,-1.0
bcsC,3679059.0,3682533.0,-1.0
bcsZ,3682514.0,3683621.0,-1.0
bcsB,3683627.0,3685967.0,-1.0
bcsA,3685977.0,3688596.0,-1.0
bcsQ,3688592.0,3689345.0,-1.0
yhjR,3689356.0,3689545.0,-1.0
bcsE,3689817.0,3691389.0,1.0
bcsF,3691385.0,3691577.0,1.0
bcsG,3691573.0,3693253.0,1.0
ldrD,3693339.0,3693447.0,-1.0
yhjV,3693922.0,3695194.0,1.0
dppF,3695223.0,3696228.0,-1.0
dppD,3696224.0,3697208.0,-1.0
